woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 20 - Mai,17372455,"2,756185",2016/05/11,100000 bis 500000,Rheinland-Pfalz,West,m,53,"Volks-, Hauptschule",ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,17374071,",239255",2016/05/11,100000 bis 500000,Rheinland-Pfalz,West,w,55,Abitur,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,17410355,",707549",2016/05/11,100000 bis 500000,Rheinland-Pfalz,West,w,31,Abitur,ja,eine Person,eine Person, ,nein,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,17464493,",94792",2016/05/11,50000 bis 100000,Rheinland-Pfalz,West,w,52,Mittlerer Bildungsabschl,ja,drei,drei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,17635144,",273028",2016/05/11,500000 und mehr,Rheinland-Pfalz,West,w,61,Studium,ja,zwei,zwei,Die Linke,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,17872480,"1,20046",2016/05/11,500000 und mehr,Rheinland-Pfalz,West,m,24,"Volks-, Hauptschule",ja,drei,drei,NPD / DVU,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,18080009,",366905",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,59,Studium,ja,drei,drei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,18121163,",521356",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,62,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,18155975,"1,388251",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,19,Mittlerer Bildungsabschl,nein,drei,drei, ,nein,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,18171313,",690308",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,14,Schüler,nein,vier,drei, , ,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,18187684,",919617",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,63,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,500 bis unter 1000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 20 - Mai,18244909,"2,329362",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,17,Schüler,nein,fuenf und mehr,vier, ,nein,keine Angabe,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,18278695,",214999",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,50,Abitur,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe",kommt eher nicht voran
KW 20 - Mai,18302735,",689792",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,71,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,18495813,"1,151585",2016/05/11,50000 bis 100000,Baden-Württemberg,West,w,69,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir keine Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 20 - Mai,18560560,",521268",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,54,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 20 - Mai,18585933,"1,587453",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,19,Abitur,nein,vier,vier,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,18737264,"1,580071",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,36,"Volks-, Hauptschule",nein,vier,zwei,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 20 - Mai,18840965,",545778",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,31,Studium,ja,drei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 20 - Mai,18854236,",358317",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,81,Studium,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,18915009,",371224",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,60,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,18938904,",9039",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,52,Mittlerer Bildungsabschl,ja,vier,vier,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 20 - Mai,18981086,"2,54431",2016/05/11,5000 bis 20000,Baden-Württemberg,West,m,20,Mittlerer Bildungsabschl,nein,drei,drei,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir Sorgen,"eher Vorteile,",eher Nachteile,kommt eher voran
KW 20 - Mai,18987284,",674188",2016/05/11,5000 bis 20000,Baden-Württemberg,West,w,67,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir keine Sorgen,"eher Vorteile,","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 20 - Mai,19116790,",309259",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,61,Abitur,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 20 - Mai,19169739,"1,927493",2016/05/11,5000 bis 20000,Baden-Württemberg,West,m,75,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,19504857,",505334",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,51,Studium,ja,vier,vier,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,19547930,"2,86128",2016/05/11,20000 bis 50000,Baden-Württemberg,West,m,59,"Volks-, Hauptschule",nein,drei,drei,FDP,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 20 - Mai,19624777,",263122",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,78,Studium,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,1500 bis unter 2000,mache mir Sorgen,"eher Vorteile,","eher Vorteile,","weiß nicht, keine Angabe"
KW 20 - Mai,19639967,",447357",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,38,Abitur,ja,vier,zwei,SPD,ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,19649703,",288687",2016/05/11,50000 bis 100000,Baden-Württemberg,West,m,48,Studium,ja,eine Person,eine Person,FDP,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,19707083,"2,199797",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,67,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,19742186,",461901",2016/05/11,500000 und mehr,Baden-Württemberg,West,m,14,Schüler,nein,drei,drei, , ,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 20 - Mai,20368768,",464121",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,78,Studium,nein,eine Person,eine Person,FDP,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,20519364,"2,061643",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,57,"Volks-, Hauptschule",ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,20619663,",12805",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,38,Studium,nein,vier,zwei,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,20623057,"1,272019",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,76,Mittlerer Bildungsabschl,ja,zwei,zwei,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,","weiß nicht, keine Angabe"
KW 20 - Mai,20656690,"3,63032",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,16,"Volks-, Hauptschule",nein,fuenf und mehr,vier, ,nein,keine Angabe,mache mir keine Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 20 - Mai,20799023,",749535",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,16,Schüler,nein,fuenf und mehr,fuenf und mehr, ,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,20891801,"1,458072",2016/05/11,20000 bis 50000,Baden-Württemberg,West,w,25,Studium,ja,vier,vier,CDU/CSU,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21002131,",494126",2016/05/11,500000 und mehr,Baden-Württemberg,West,w,54,Studium,ja,drei,drei,FDP,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,21092253,",886052",2016/05/11,50000 bis 100000,Baden-Württemberg,West,m,60,Mittlerer Bildungsabschl,ja,zwei,zwei,SPD,ja,2000 bis unter 2500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21188570,"1,612506",2016/05/11,2000 bis 5000,Baden-Württemberg,West,m,65,"Volks-, Hauptschule",ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21393009,",582151",2016/05/11,20000 bis 50000,Baden-Württemberg,West,m,19,Schüler,nein,vier,drei,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,21393304,",805498",2016/05/11,20000 bis 50000,Baden-Württemberg,West,m,78,Mittlerer Bildungsabschl,nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 20 - Mai,21466604,"2,311833",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,72,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,21480768,",988405",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,64,"Volks-, Hauptschule",nein,eine Person,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21507909,",1059",2016/05/11,bis 2000,Baden-Württemberg,West,w,86,Studium,nein,drei,drei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21581658,",163744",2016/05/11,50000 bis 100000,Baden-Württemberg,West,w,60,Abitur,ja,zwei,zwei,FDP,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,21590210,"1,217266",2016/05/11,50000 bis 100000,Baden-Württemberg,West,m,43,Mittlerer Bildungsabschl,ja,eine Person,eine Person,Die Linke,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,21615878,",815716",2016/05/11,2000 bis 5000,Baden-Württemberg,West,w,16,Mittlerer Bildungsabschl,nein,fuenf und mehr,fuenf und mehr, ,nein,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,21663669,"1,052565",2016/05/11,50000 bis 100000,Baden-Württemberg,West,w,30,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21721191,",713189",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,33,Mittlerer Bildungsabschl,ja,drei,zwei,"Bündnis `90, Die Grünen",ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,21796275,",37186",2016/05/11,100000 bis 500000,Baden-Württemberg,West,w,57,Mittlerer Bildungsabschl,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,22183161,",523962",2016/05/11,100000 bis 500000,Baden-Württemberg,West,m,14,Schüler,nein,vier,drei, , ,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,22241570,"2,335261",2016/05/11,bis 2000,Baden-Württemberg,West,m,69,"Volks-, Hauptschule",nein,zwei,zwei,CDU/CSU,ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,22283460,",365768",2016/05/11,20000 bis 50000,Baden-Württemberg,West,m,55,Abitur,ja,vier,vier,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,22424766,",385207",2016/05/11,100000 bis 500000,Bayern,West,m,48,Studium,ja,fuenf und mehr,vier,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,22580825,",696351",2016/05/11,500000 und mehr,Bayern,West,m,24,Studium,nein,zwei,zwei,FDP,ja,1500 bis unter 2000,mache mir Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,22730684,",438273",2016/05/11,500000 und mehr,Bayern,West,m,26,Studium,ja,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,22827148,"1,55845",2016/05/11,500000 und mehr,Bayern,West,w,14,Schüler,nein,fuenf und mehr,fuenf und mehr, , ,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,23209174,",23785",2016/05/11,500000 und mehr,Bayern,West,m,27,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,23248409,",440972",2016/05/11,100000 bis 500000,Bayern,West,m,16,Mittlerer Bildungsabschl,nein,eine Person,eine Person, ,nein,unter 500 Euro,mache mir keine Sorgen,"eher Vorteile,",eher Nachteile,kommt eher nicht voran
KW 20 - Mai,23271709,",409348",2016/05/11,5000 bis 20000,Bayern,West,w,48,Mittlerer Bildungsabschl,ja,eine Person,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 20 - Mai,23283369,",190529",2016/05/11,20000 bis 50000,Bayern,West,w,64,Abitur,ja,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,23292809,",76919",2016/05/11,50000 bis 100000,Bayern,West,w,53,"Volks-, Hauptschule",ja,vier,vier,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,23413313,",339535",2016/05/11,500000 und mehr,Bayern,West,w,42,Studium,ja,drei,zwei, ,nein,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,23513024,",302568",2016/05/11,500000 und mehr,Bayern,West,m,14,Schüler,nein,drei,drei, , ,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 20 - Mai,23681322,",257175",2016/05/11,500000 und mehr,Bayern,West,w,54,Abitur,ja,drei,drei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 20 - Mai,23706539,",282135",2016/05/11,500000 und mehr,Bayern,West,w,50,Mittlerer Bildungsabschl,ja,vier,drei,CDU/CSU,ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,23709940,",934859",2016/05/11,500000 und mehr,Bayern,West,w,35,Mittlerer Bildungsabschl,ja,vier,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,24039595,"1,117002",2016/05/11,500000 und mehr,Bayern,West,w,76,Studium,ja,zwei,zwei,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,24047858,",333531",2016/05/11,500000 und mehr,Bayern,West,w,64,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 20 - Mai,24119542,",824142",2016/05/11,500000 und mehr,Bayern,West,w,43,Studium,ja,vier,vier,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,24228692,"1,697178",2016/05/11,500000 und mehr,Bayern,West,m,50,"Volks-, Hauptschule",ja,eine Person,eine Person,CDU/CSU,ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,24234445,",428317",2016/05/11,bis 2000,Bayern,West,m,68,"Volks-, Hauptschule",ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,24274125,"1,006792",2016/05/11,5000 bis 20000,Bayern,West,w,81,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,24316750,",343629",2016/05/11,100000 bis 500000,Bayern,West,m,53,Studium,ja,vier,vier,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 20 - Mai,24348320,",296462",2016/05/11,500000 und mehr,Bayern,West,m,14,Schüler,nein,vier,drei, , ,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,24358050,",512166",2016/05/11,500000 und mehr,Bayern,West,w,72,Studium,ja,drei,drei,SPD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 20 - Mai,24427376,",305334",2016/05/11,2000 bis 5000,Bayern,West,w,44,Studium,ja,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 20 - Mai,24504811,",287661",2016/05/11,20000 bis 50000,Bayern,West,w,61,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 20 - Mai,24506874,",575329",2016/05/11,20000 bis 50000,Bayern,West,w,61,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
